Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
Goodman Group,10.802,1.114,0.6781,9.281,1443,Financials,Real Estate,Australia,Australia,2017
Aeroports de Paris,11.935,3.26,0.4812,11.172,1445,Industrials,Other Transportation,Europe,France,2017
E-mart,5.539,12.737,0.3243,12.774,1446,Consumer Discretionary,Discount Stores,Asia,South Korea,2017
RiseSun Real Estate Development,7.318,4.113,0.448,19.195,1446,Industrials,Construction Services,Asia,China,2017
China National Chemical,6.507,8.366,0.3675,12.453,1448,Industrials,Construction Services,Asia,China,2017
Acciona,4.576,6.612,0.3894,18.361,1449,Industrials,Construction Services,Europe,Spain,2017
Fastenal,14.53,3.962,0.4995,2.669,1449,Consumer Discretionary,Home Improvement Retail,North America,United States,2017
Hyundai Glovis,4.743,13.223,0.4358,6.597,1451,Industrials,Other Transportation,Asia,South Korea,2017
Hanesbrands,7.755,6.028,0.5394,6.908,1452,Consumer Discretionary,Apparel/Accessories,North America,United States,2017
Penske Automotive,3.78,20.118,0.3429,8.861,1453,Consumer Discretionary,Specialty Stores,North America,United States,2017
Shoprite Holdings,7.871,9.447,0.344,3.987,1454,Consumer Staples,Food Retail,Africa,South Africa,2017
Gjensidige Forsikring,7.368,3.406,0.5561,15.709,1455,Financials,Property & Casualty Insurance,Europe,Norway,2017
McCormick,12.417,4.425,0.4724,4.751,1456,Consumer Staples,Food Processing,North America,United States,2017
Shanghai Commercial & Savings Bank,4.113,1.326,0.3643,51.097,1457,Financials,Regional Banks,Asia,Taiwan,2017
Shiseido,10.534,7.825,0.2954,8.111,1457,Consumer Staples,Household/Personal Care,Asia,Japan,2017
AVIC Capita,8.132,1.41,0.3498,23.01,1459,Financials,Investment Services,Asia,China,2017
Melco International Development,2.841,3.073,1.3354,13.369,1460,Financials,Consumer Financial Services,Asia,Hong Kong,2017
Citrix Systems,13.001,3.418,0.5361,6.39,1461,Information Technology,Software & Programming,North America,United States,2017
Goldcorp,12.605,3.517,0.1669,21.497,1461,Materials,Diversified Metals & Mining,North America,Canada,2017
Realty Income,16.337,1.112,0.3156,13.153,1463,Financials,Real Estate,North America,United States,2017
AECOM Technology,5.129,17.472,0.1637,13.509,1464,Industrials,Construction Services,North America,United States,2017
ITV,10.76,4.134,0.5977,4.427,1465,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,2017
Cheniere Energy,11.282,1.287,-0.61,23.703,1466,Energy,Oil & Gas Operations,North America,United States,2017
Banco Popular Espanol,3.589,4.259,-3.8555,156.025,1467,Financials,Regional Banks,Europe,Spain,2017
Agile Property Holdings,3.529,7.067,0.3412,18.955,1468,Financials,Real Estate,Asia,China,2017
NCC Group,2.645,6.183,0.9356,2.858,1468,Industrials,Construction Services,Europe,Sweden,2017
Oji Holdings,4.348,13.006,0.0927,16.068,1470,Materials,Paper & Paper Products,Asia,Japan,2017
