Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
Adidas,25.198,18.757,0.7385,14.494,577,Consumer Discretionary,Apparel/Accessories,Europe,Germany,Germany,,Herbert Hainer,http://www.forbes.com/companies/adidas/,0.0509521181178419,0.0393719677986885
Capgemini,15.201,13.213,1.2464,17.632,578,Information Technology,Computer Services,Europe,France,France,,Paul Hermelin,http://www.forbes.com/companies/capgemini/,0.0706896551724138,0.0943313403466283
ASML Holding,41.325,6.972,1.7959,15.767,579,Information Technology,Semiconductors,Europe,Netherlands,Netherlands,,Peter Wennink,http://www.forbes.com/companies/asml-holding/,0.113902454493563,0.257587492828457
Woori Bank,6.24,13.286,0.9235,248.91,580,Financials,Regional Banks,Asia,South Korea,South Korea,,Kwang-Goo Lee,http://www.forbes.com/companies/woori-bank/,0.0037101763689687,0.0695092578654223
Public Bank,18.958,4.521,1.2644,95.36,581,Financials,Regional Banks,Asia,Malaysia,Malaysia,,Ah Tay,http://www.forbes.com/companies/public-bank/,0.0132592281879195,0.279672638796726
Mylan,23.695,9.46,0.8476,22.268,582,Health Care,Pharmaceuticals,North America,United States,Pennsylvania,Pennsylvania,Heather Bresch,http://www.forbes.com/companies/mylan/,0.0380635890066463,0.0895983086680761
Micron Technology,11.055,13.737,1.071,24.819,583,Information Technology,Semiconductors,North America,United States,Idaho,Idaho,D Durcan,http://www.forbes.com/companies/micron-technology/,0.0431524235464765,0.0779646210963092
Repsol,18.362,44.065,-1.3762,68.521,584,Energy,Oil & Gas Operations,Europe,Spain,Spain,,Josu Jon San Miguel,http://www.forbes.com/companies/repsol/,-0.0200843537017849,-0.031231135822081
Daiwa Securities,11.25,5.647,1.1073,191.419,585,Financials,Investment Services,Asia,Japan,Japan,,Takashi Hibino,http://www.forbes.com/companies/daiwa-securities/,0.00578469221968561,0.19608641756685
Ferrovial,15.613,10.758,0.7984,27.575,586,Industrials,Other Transportation,Europe,Spain,Spain,,Íñigo Amusco,http://www.forbes.com/companies/ferrovial/,0.0289537624660018,0.074214538018219
Resona Holdings,9.056,6.081,1.242,389.021,587,Financials,Regional Banks,Asia,Japan,Japan,,Kazuhiro Higashi,http://www.forbes.com/companies/resona-holdings/,0.00319262970379491,0.20424272323631
Regions Financial,11.908,5.695,1.101,125.539,588,Financials,Major Banks,North America,United States,Alabama,Alabama,O. Grayson Hall,http://www.forbes.com/companies/regions-financial/,0.00877018297102892,0.19332748024583
Otsuka Holding,22.184,11.938,0.6943,21.614,589,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Tatsuo Higuchi,http://www.forbes.com/companies/otsuka-holding/,0.0321226982511335,0.0581588205729603
Infosys,41.698,9.537,2.0605,11.384,590,Information Technology,Computer Services,Asia,India,India,,Vishal Sikka,http://www.forbes.com/companies/infosys/,0.180999648629656,0.216053266226277
Liberty Global,31.44,18.28,-1.1525,67.867,591,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,Mike Fries,http://www.forbes.com/companies/liberty-global/,-0.0169817437045987,-0.06304704595186
IntercontinentalExchange,28.705,3.338,1.274,77.987,592,Financials,Investment Services,North America,United States,Georgia,Georgia,Jeffrey Sprecher,http://www.forbes.com/companies/intercontinentalexchange/,0.0163360560093349,0.381665668064709
Murata Manufacturing,28.962,10.039,1.7564,12.556,593,Information Technology,Electronics,Asia,Japan,Japan,,Tsuneo Murata,http://www.forbes.com/companies/murata-manufacturing/,0.139885313794202,0.174957665106086
Kinder Morgan,40.436,13.769,0.213,84.229,594,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Steven Kean,http://www.forbes.com/companies/kinder-morgan/,0.00252882024005984,0.0154695330089331
Sodexo,15.896,22.548,0.7883,15.348,594,Consumer Discretionary,Business & Personal Services,Europe,France,France,,Michel Landel,http://www.forbes.com/companies/sodexo/,0.0513617409434454,0.0349609721483058
Mitsubishi Estate,28.447,9.038,0.4557,42.134,596,Financials,Real Estate,Asia,Japan,Japan,,Keiji Kimura,http://www.forbes.com/companies/mitsubishi-estate/,0.0108154934257369,0.050420447001549
Hana Financial Group,6.732,11.725,0.7799,278.805,597,Financials,Regional Banks,Asia,South Korea,South Korea,,Jung-Tai Kim,http://www.forbes.com/companies/hana-financial/,0.00279729560086799,0.0665159914712154
Huatai Securities,19.196,4.228,1.7077,69.702,598,Financials,Investment Services,Asia,China,China,,Wan Wu,http://www.forbes.com/companies/huatai-securities/,0.0245000143467906,0.403902554399243
Telenor,24.633,15.573,0.4699,23.15,598,Telecommunication Services,Telecommunications services,Europe,Norway,Norway,,Sigve Brekke,http://www.forbes.com/companies/telenor/,0.0202980561555076,0.0301740191356836
CME Group,31.899,3.33,1.247,67.463,600,Financials,Investment Services,North America,United States,Illinois,Illinois,Phupinder Gill,http://www.forbes.com/companies/cme-group/,0.0184842061574493,0.374474474474475
Franklin Resources,24.103,7.683,1.9051,16.156,601,Financials,Investment Services,North America,United States,California,California,Gregory Johnson,http://www.forbes.com/companies/franklin-resources/,0.11791903936618,0.24796303527268
T&D Holdings,6.746,16.268,0.6657,123.14,602,Financials,Life & Health Insurance,Asia,Japan,Japan,,Kenji Nakagome,http://www.forbes.com/companies/td-holdings/,0.00540604190352444,0.04092082616179
Unibail-Rodamco,26.394,2.314,2.5882,41.399,603,Financials,Real Estate,Europe,France,France,,Christophe Cuvillier,http://www.forbes.com/companies/unibail-rodamco/,0.0625184183192831,1.11849611063094
Eversource Energy,17.573,7.955,0.8785,30.58,604,Utilities,Electric Utilities,North America,United States,Connecticut,Connecticut,James Judge,http://www.forbes.com/companies/eversource-energy/,0.0287279267495095,0.110433689503457
Fairfax Financial,13.761,11.072,0.5863,41.529,605,Financials,Property & Casualty Insurance,North America,Canada,Canada,,Vivian Watsa,http://www.forbes.com/companies/fairfax-financial/,0.014117845361073,0.0529533959537572
Northern Trust,16.569,4.85,0.9691,117.799,606,Financials,Regional Banks,North America,United States,Illinois,Illinois,Frederick Waddell,http://www.forbes.com/companies/northern-trust/,0.00822672518442432,0.199814432989691
China Eastern Airlines,10.929,14.905,0.73,30.139,607,Industrials,Airline,Asia,China,China,,Xu Ma,http://www.forbes.com/companies/china-eastern-airlines/,0.0242211088622715,0.0489768534048977
Daiichi Sankyo,16.933,8.369,2.9322,16.203,607,Health Care,Pharmaceuticals,Asia,Japan,Japan,,Joji Nakayama,http://www.forbes.com/companies/daiichi-sankyo/,0.180966487687465,0.350364440195961
Tokyo Gas,11.043,16.952,1.1311,18.318,607,Utilities,Natural Gas Utilities,Asia,Japan,Japan,,Tsuyoshi Okamoto,http://www.forbes.com/companies/tokyo-gas/,0.0617480074243913,0.0667236904200094
Atlantia,22.21,5.806,0.9459,37.718,610,Industrials,Other Transportation,Europe,Italy,Italy,,Giovanni Castellucci,http://www.forbes.com/companies/atlantia/,0.0250782119942733,0.16291767137444
Legend Holding,5.934,49.268,0.747,47.161,611,Information Technology,Computer Hardware,Asia,China,China,,Li Zhu,http://www.forbes.com/companies/legend-holding/,0.0158393587922224,0.0151619712592352
Grupo Mexico,18.525,8.152,1.1795,22.248,612,Materials,Diversified Metals & Mining,North America,Mexico,Mexico,,Germán Mota-Velasco,http://www.forbes.com/companies/grupo-mexico/,0.0530160014383315,0.144688420019627
Sumitomo Electric,9.83,24.486,0.7297,24.251,613,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Masayoshi Matsumoto,http://www.forbes.com/companies/sumitomo-electric/,0.0300894808461507,0.0298007024422119
DTE Energy,15.39,10.354,0.727,28.737,614,Utilities,Electric Utilities,North America,United States,Michigan,Michigan,Gerard Anderson,http://www.forbes.com/companies/dte-energy/,0.0252983957963601,0.0702144098898976
Falabella,18.413,12.816,0.7939,17.791,614,Consumer Discretionary,Department Stores,South America,Chile,Chile,,Sandro Donaggio,http://www.forbes.com/companies/falabella/,0.0446236861334383,0.0619460049937578
TELUS,18.476,9.716,1.0802,19.009,616,Telecommunication Services,Telecommunications services,North America,Canada,Canada,,Darren Entwistle,http://www.forbes.com/companies/telus/,0.0568257141354095,0.111177439275422
Delphi Automotive,20.915,15.165,1.165,11.973,617,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,United Kingdom,,Kevin Clark,http://www.forbes.com/companies/delphi-automotive/,0.0973022634260419,0.0768216287504121
Toray Industries,14.2,17.379,0.6993,20.094,617,Materials,Diversified Chemicals,Asia,Japan,Japan,,Akihiro Nikkaku,http://www.forbes.com/companies/toray-industries/,0.0348014332636608,0.0402382185396168
Sabanci Holding,7.33,11.354,0.7872,91.156,619,Industrials,Conglomerates,Europe,Turkey,Turkey,,Zafer Kurtul,http://www.forbes.com/companies/sabanci-holding/,0.0086357453157225,0.0693323938700018
Bank Central Asia,24.52,4.411,1.3449,43.117,620,Financials,Regional Banks,Asia,Indonesia,Indonesia,,Jahja Setiaatmadja,http://www.forbes.com/companies/bank-central-asia/,0.0311918732750423,0.304896848787123
Unum,8.064,10.785,0.8671,61.909,621,Financials,Life & Health Insurance,North America,United States,Tennessee,Tennessee,Rick McKenney,http://www.forbes.com/companies/unum/,0.0140060411248768,0.0803987019007881
Siam Cement,16.507,12.827,1.3247,14.172,622,Materials,Specialized Chemicals,Asia,Thailand,Thailand,,Roongrote Rangsiyopash,http://www.forbes.com/companies/siam-cement/,0.0934730454417161,0.10327434318235
Halliburton,35.062,23.633,-0.671,36.942,623,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,David Lesar,http://www.forbes.com/companies/halliburton/,-0.0181636078176601,-0.0283925020099014
Henderson Land,21.124,3.115,2.7508,43.389,624,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,Shau Lee,http://www.forbes.com/companies/henderson-land/,0.0633985572380096,0.883081861958266
Daqin Railway,15.02,8.61,2.2832,17.003,625,Industrials,Railroads,Asia,China,China,,Bo Guan,http://www.forbes.com/companies/daqin-railway/,0.134282185496677,0.265180023228804
Aeon,12.979,59.968,0.0498,72.876,626,Consumer Staples,Food Retail,Asia,Japan,Japan,,Motoya Okada,http://www.forbes.com/companies/aeon/,0.000683352544047423,0.000830442902881537
VTB Bank,13.974,22.408,0.0212,186.786,626,Financials,Regional Banks,Asia,Russia,Russia,,Andrey Kostin,http://www.forbes.com/companies/vtb-bank/,0.000113498870365017,0.000946090681899322
Telecom Italia,18.44,21.866,-0.0798,77.379,628,Telecommunication Services,Telecommunications services,Europe,Italy,Italy,,Flavio Cattaneo,http://www.forbes.com/companies/telecom-italia/,-0.00103128755863994,-0.00364950150919235
Guotai Junan Securities,22.207,3.699,1.0968,96.131,629,Financials,Major Banks,Asia,China,China,,De Yang,http://www.forbes.com/companies/guotai-junan-securities/,0.0114094308807773,0.296512570965126
J Sainsbury,8.112,36.333,0.6795,25.702,630,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,Michael Coupe,http://www.forbes.com/companies/j-sainsbury/,0.0264376313127383,0.0187020064404261
Shire,36.566,6.417,1.3028,16.61,631,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,"Flemming Ornskov,",http://www.forbes.com/companies/shire/,0.0784346779048766,0.203023219573009
Citizens Financial Group,12.468,5.274,0.84,139.144,632,Financials,Regional Banks,North America,United States,,,Bruce van Saun,http://www.forbes.com/companies/citizens-financial-group/,0.00603691140113839,0.159271899886234
Kellogg,26.516,13.529,0.614,15.265,633,Consumer Staples,Food Processing,North America,United States,Michigan,Michigan,John Bryant,http://www.forbes.com/companies/kellogg/,0.0402227317392728,0.0453839899475201
Applied Materials,23.858,9.557,1.315,13.326,634,Information Technology,Semiconductors,North America,United States,California,California,Gary Dickerson,http://www.forbes.com/companies/applied-materials/,0.0986792736004803,0.137595479753061
Sumitomo Realty,15.222,6.989,0.7796,38.049,635,Financials,Real Estate,Asia,Japan,Japan,,Junji Takashima,http://www.forbes.com/companies/sumitomo-realty/,0.0204893689715893,0.111546716268422
Fujitsu,7.795,39.624,0.6413,26.747,636,Information Technology,Computer Hardware,Asia,Japan,Japan,,Masami Yamamoto,http://www.forbes.com/companies/fujitsu/,0.023976520731297,0.0161846355743994
Best Buy,10.742,39.528,0.897,13.519,637,Information Technology,Computer & Electronics Retail,North America,United States,Minnesota,Minnesota,Hubert Joly,http://www.forbes.com/companies/best-buy/,0.0663510614690436,0.0226927747419551
China Merchants Shekou Industrial Zone Holdings,17.535,7.006,0.772,32.509,638,Financials,Real Estate,Asia,China,China,,Yong XU,http://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings/,0.0237472699867729,0.110191264630317
Norilsk Nickel,23.186,8.463,1.6624,13.371,639,Materials,Diversified Metals & Mining,Asia,Russia,Russia,,Vladimir Potanin,http://www.forbes.com/companies/norilsk-nickel/,0.1243287712213,0.196431525463784
Bankia,11.574,4.452,1.1544,224.831,640,Financials,Regional Banks,Europe,Spain,Spain,,José Álvarez,http://www.forbes.com/companies/bankia/,0.00513452326414062,0.259299191374663
Shenwan Hongyuan Group,19.014,1.773,1.6992,55.011,641,Financials,Major Banks,Asia,China,China,,,http://www.forbes.com/companies/shenwan-hongyuan-group/,0.0308883677809893,0.958375634517767
George Weston,11.186,36.654,0.4119,27.213,642,Consumer Staples,Food Retail,North America,Canada,Canada,,Willard Galen,http://www.forbes.com/companies/george-weston/,0.0151361481644802,0.0112375184154526
Occidental Petroleum,57.93,12.58,-7.829,43.437,643,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Vicki Hollub,http://www.forbes.com/companies/occidental-petroleum/,-0.180238045905564,-0.622337042925278
Bunge,8.382,43.455,0.772,17.922,644,Consumer Staples,Food Processing,North America,United States,New York,New York,Soren Schroder,http://www.forbes.com/companies/bunge/,0.0430755496038389,0.0177655045449315
Sumitomo Corp,13.746,31.145,-0.0131,70.986,645,Industrials,Trading Companies,Asia,Japan,Japan,,Kazuo Ohmori,http://www.forbes.com/companies/sumitomo-corp/,-0.00018454343109909,-0.000420613260555466
Bank of Nanjing,8.32,6.313,1.0648,121.155,646,Financials,Regional Banks,Asia,China,China,,Fu Lin,http://www.forbes.com/companies/bank-of-nanjing/,0.00878874169452354,0.168667828290828
Industrial Bank of Korea,6.319,8.585,1.0099,204.548,647,Financials,Regional Banks,Asia,South Korea,South Korea,,Seon-Joo Kwon,http://www.forbes.com/companies/industrial-bank-of-korea/,0.0049372274478362,0.117635410599884
Agrium,11.92,14.6,0.9725,16.377,648,Materials,Specialized Chemicals,North America,Canada,Canada,,Charles Magro,http://www.forbes.com/companies/agrium/,0.059382060206387,0.0666095890410959
Yum Brands,33.059,13.102,1.322,8.221,649,Consumer Discretionary,Restaurants,North America,United States,Kentucky,Kentucky,Greg Creed,http://www.forbes.com/companies/yum-brands/,0.160807687629242,0.100900625858648
Bharat Petroleum,10.492,38.355,0.7861,14.081,650,Energy,Oil & Gas Operations,Asia,India,India,,Srinivasan Varadarajan,http://www.forbes.com/companies/bharat-petroleum/,0.0558270009232299,0.0204953721809412
Dentsu,15.706,8.574,0.7673,25.093,651,Consumer Discretionary,Advertising,Asia,Japan,Japan,,Tadashi Ishii,http://www.forbes.com/companies/dentsu/,0.0305782489140398,0.0894914858875671
Constellation Brands,30.852,6.548,1.0549,16.965,652,Consumer Staples,Beverages,North America,United States,New York,New York,Robert Sands,http://www.forbes.com/companies/constellation-brands/,0.0621809608016505,0.161102626756261
Scor,7.15,14.881,0.7119,43.829,653,Financials,Diversified Insurance,Europe,France,France,,Denis Kessler,http://www.forbes.com/companies/scor/,0.0162426703780602,0.0478395269135139
Chunghwa Telecom,26.532,7.3,1.348,13.792,654,Telecommunication Services,Telecommunications services,Asia,Taiwan,Taiwan,,Mu-Piao Shih,http://www.forbes.com/companies/chunghwa-telecom/,0.097737819025522,0.184657534246575
Stanley Black & Decker,16.739,11.214,0.9108,15.607,655,Consumer Staples,Household/Personal Care,North America,United States,Connecticut,Connecticut,John Lundgre,http://www.forbes.com/companies/stanley-black-decker/,0.0583584289101044,0.0812199036918138
Grupo Aval,8.997,7.454,0.7789,68.834,656,Financials,Investment Services,South America,Colombia,Colombia,,Luís Sarmiento,http://www.forbes.com/companies/grupo-aval/,0.0113156289043205,0.104494231285216
First Gulf Bank,16.049,2.975,1.6243,61.937,657,Financials,Regional Banks,Asia,United Arab Emirates,United Arab Emirates,,André Sayegh,http://www.forbes.com/companies/first-gulf-bank/,0.0262250351163279,0.545983193277311
VF,27.129,12.428,1.2316,9.64,658,Consumer Discretionary,Apparel/Accessories,North America,United States,North Carolina,North Carolina,Eric Wiseman,http://www.forbes.com/companies/vf/,0.127759336099585,0.0990988091406501
Telekom Indonesia,27.413,7.839,1.1982,13.348,659,Telecommunication Services,Telecommunications services,Asia,Indonesia,Indonesia,,Alex Sinaga,http://www.forbes.com/companies/telekom-indonesia/,0.0897662571171711,0.152851128970532
